posted,item_id,recommend,user_id,sentiment_analysis
2014,304930,True,76561198090715178,1
2015,333950,True,CatsWhale,1
2014,107410,True,CatsWhale,1
2014,206210,True,CatsWhale,1
2015,221100,True,76561198073784601,2
2016,299740,False,76561198073784601,1
2015,730,True,mimimomoma,1
2015,440,True,76561198102410011,1
2014,209870,True,de_Butl3r,2
2016,322170,True,76561198027947401,2
2016,304050,True,76561198027947401,1
2015,440,True,Bluezap1,1
2015,730,True,Bluezap1,1
2015,362890,True,Bluezap1,1
2015,730,True,76561198074200011,2
2016,346110,True,jonasdbomb,2
2015,311560,True,Lord_Exploit,2
2015,322170,True,Lord_Exploit,2
2015,440,True,AVATAR715,2
2014,248570,True,AVATAR715,1
2014,264140,True,AVATAR715,2
2014,4000,True,AVATAR715,2
2015,266430,True,AVATAR715,2
2015,316010,True,AVATAR715,2
2014,249570,True,AVATAR715,2
2016,730,True,YieuwMage,2
2014,240,True,76561198078752187,1
2015,304930,True,A-Very-Sly-Person,1
2014,440,True,A-Very-Sly-Person,2
2016,730,True,76561198211054671,1
2016,365590,True,76561197994493402,2
2015,264200,True,76561197994493402,2
2014,440,True,76561197994493402,2
2016,298050,False,Koolcaz12,1
2016,440,True,76561198188979775,1
2014,301520,True,97396295,2
2014,218230,False,97396295,0
2016,291550,False,97396295,0
2015,221100,True,76561198126640317,2
2015,316010,True,76561198126640317,2
2015,218230,True,76561198126640317,0
2015,222880,True,76561198126640317,2
2015,730,True,76561198126640317,2
2015,55230,True,DemonicWolvz,2
2015,232090,True,DemonicWolvz,2
2015,4000,True,DemonicWolvz,1
2014,206420,True,DemonicWolvz,2
2014,224260,True,DemonicWolvz,2
2013,550,True,DemonicWolvz,1
2015,346110,True,DieMadchenschanderin,2
2016,454890,True,DieMadchenschanderin,0
2016,273350,True,Myther43,2
2015,730,True,getf0kinn0sc0pedm9,0
2016,440,False,getf0kinn0sc0pedm9,1
2015,730,True,76561198141443390,2
2015,730,True,whodafuqisthisguilao,2
2015,370480,True,Magjiikal,2
2014,1840,True,ohnospaghet,1
2014,440,True,ohnospaghet,2
2015,266210,True,ohnospaghet,2
2016,252490,False,ohnospaghet,1
2015,264200,True,ohnospaghet,2
2015,287700,True,2768820078,1
2016,730,False,2768820078,1
2016,310950,True,2768820078,1
2015,377160,True,2768820078,1
2015,221380,True,2768820078,1
2015,333950,True,2768820078,1
2015,222420,False,2768820078,1
2015,271590,True,2768820078,1
2015,298110,True,2768820078,1
2015,222440,True,2768820078,1
2016,219640,False,76561198056392326,1
2016,269210,False,76561198056392326,1
2014,317470,False,2d4nk4m3,1
2014,47410,True,2d4nk4m3,1
2016,730,True,76561198078478151,1
2016,365450,True,exiaez,1
2015,245620,True,76561198095921854,1
2015,70,True,EizanAratoFujimaki,2
2016,359550,False,EizanAratoFujimaki,1
2014,274980,True,TeCool,2
2015,339280,True,TeCool,2
2013,212680,True,2xDelorean,2
2013,200210,True,2xDelorean,2
2011,440,True,2xDelorean,1
2016,440,False,washington_,2
2016,4000,True,washington_,1
2016,211820,True,washington_,1
2016,10180,True,washington_,1
2016,252490,True,washington_,1
2015,417860,True,washington_,1
2016,359550,True,76561198088944293,1
2016,107410,True,76561198088944293,1
2016,218230,False,76561198088944293,1
2014,304930,True,76561198088944293,1
2015,400,True,76561198092540221,2
2015,620,True,76561198092540221,2
2015,238460,True,76561198092540221,2
2015,6060,True,76561198092540221,2
2014,440,True,76561198092540221,2
2015,730,True,76561198051258119,2
2014,265610,True,nubquake123,2
2013,4000,True,Pyromanic,2
2013,240,True,Pyromanic,1
2016,440,True,76561198109656922,2
2015,252490,True,CobRazor,1
2013,8930,True,relesprit,1
2014,304930,True,WitchHunter4542,2
2015,237310,True,WitchHunter4542,2
2014,224260,True,WitchHunter4542,0
2015,230410,True,pwrt,2
2014,440,True,pwrt,2
2014,440,True,wantmahbody,2
2016,219640,False,76561198115868847,1
2014,8930,True,76561198031207016,2
2015,105600,True,76561198043458582,1
2015,221100,True,76561198043458582,2
2015,107410,True,76561198043458582,1
2014,231430,True,76561198043458582,2
2016,225540,True,shark854,2
2015,230410,False,76561198047630659,2
2015,271590,True,1337lolroflmao,1
2013,7940,True,1337lolroflmao,2
2014,234190,True,1337lolroflmao,1
2013,10180,True,1337lolroflmao,2
2013,33900,True,1337lolroflmao,2
2015,261030,True,1337lolroflmao,2
2014,243470,True,1337lolroflmao,2
2015,302830,False,sithjjf,0
2016,4700,True,OzfurAtlas,1
2013,212680,True,OzfurAtlas,1
2015,304930,False,76561198065593074,1
2016,730,False,76561198065593074,0
2015,304050,True,76561198065593074,2
2014,203750,True,76561198065593074,1
2015,227940,False,76561198044169764,0
2015,355180,False,76561198044169764,1
2016,730,True,76561198044169764,0
2015,4000,True,76561198044169764,1
2016,221100,False,76561198074935997,0
2016,365590,False,76561198074935997,1
2016,299740,True,76561198074935997,2
2016,346110,False,76561198074935997,1
2016,275850,False,76561198074935997,2
2016,400800,False,76561198074935997,0
2016,252490,False,76561198074935997,2
2014,730,True,76561197961778802,2
2016,440,True,lucasrash,1
2016,301520,False,76561198016602703,0
2016,433340,True,76561198016602703,1
2014,440,True,thisissohardtomakeoneup,1
2015,4000,True,76561198087010391,2
2015,302830,False,66666669999999,1
2014,220200,True,76561198061174192,1
2014,242760,True,76561198061174192,1
2015,352460,True,ReMiXOfficalSteam,2
2015,322920,True,Wilfire77,2
2015,234792,True,76561198084390807,1
2014,252490,True,76561198084390807,2
2015,304050,False,Mastic,2
2016,297130,True,Mastic,2
2016,397570,True,Mastic,1
2014,550,True,Mastic,2
2014,206420,True,Mastic,2
2016,278360,False,Mastic,1
2013,10180,True,76561198028286104,2
2016,242760,True,tarjla,2
2014,304930,True,tarjla,2
2016,441790,True,tarjla,2
2015,265750,True,tarjla,2
2014,252490,True,tarjla,2
2013,4000,True,tarjla,2
2013,211820,True,tarjla,1
2013,105600,True,tarjla,2
2014,730,True,tarjla,2
2016,233110,False,deathnz1,0
2016,322910,False,deathnz1,2
2014,276340,True,deathnz1,2
2016,227940,True,readingthis4noobs,1
2015,304930,True,76561198104393251,1
2016,730,True,76561198075322986,1
2016,448530,True,redsncrimson,2
2016,304410,True,redsncrimson,2
2016,620,True,redsncrimson,2
2014,274920,True,redsncrimson,0
2013,211820,True,redsncrimson,1
2016,219890,True,redsncrimson,2
2013,49520,True,redsncrimson,2
2013,223510,True,redsncrimson,2
2012,440,True,redsncrimson,2
2016,252950,True,76561198151910904,1
2014,240,True,H1DD3NT3RR0R,0
2014,105600,True,H1DD3NT3RR0R,2
2013,204300,True,H1DD3NT3RR0R,2
2014,730,True,H1DD3NT3RR0R,0
2015,440,False,H1DD3NT3RR0R,2
2015,268750,True,76561198071214618,1
2015,271590,True,76561198071175142,2
2015,360870,True,t8s,2
2015,730,True,t8s,1
2016,230410,True,pikawuu2,2
2014,301520,True,Sammeh00,2
2014,6060,True,Michaelele,2
2014,730,True,Michaelele,2
2014,107410,True,Michaelele,2
2014,304930,True,Michaelele,2
2015,335670,True,76561198045754869,1
2015,215080,True,76561198076098774,1
2015,271590,True,76561198048417105,2
2015,730,True,76561198048417105,2
2016,244160,True,76561198048417105,2
2016,270880,True,76561198048417105,2
2015,8190,True,76561198090842891,2
2015,247730,False,76561198055767971,0
2016,303390,False,adohya343,1
2014,221100,True,76561198145436942,2
2014,208812,False,jjas01,1
2013,243120,True,jjas01,2
2015,234140,True,jjas01,2
2014,204450,True,jjas01,2
2014,225260,True,jjas01,2
2013,50300,True,jjas01,2
2014,201810,True,jjas01,2
2016,212630,False,jjas01,1
2016,427820,False,jjas01,2
2014,500,True,3xotic26,2
2014,440,True,3xotic26,2
2014,49520,True,3xotic26,2
2013,550,True,3xotic26,1
2015,206420,True,iamthetrashlord,1
2014,213670,True,iamthetrashlord,2
2015,550,True,3dster,1
2014,231040,True,76561198079990063,2
2014,221100,True,Forty-Nine,0
2016,376300,False,Forty-Nine,2
2014,250600,True,76561198051017916,1
2016,227940,True,L4M1NAS,2
2015,221100,True,L4M1NAS,2
2016,301520,False,76561198096766604,2
2015,206420,True,76561198084542731,1
2014,47790,True,76561198084542731,1
2016,236110,True,mrpfresh,0
2015,346110,True,mrpfresh,2
2016,232790,True,mrpfresh,1
2012,440,True,GamerFag,2
2011,70,True,GamerFag,0
2011,420,True,GamerFag,1
2011,380,True,GamerFag,2
2011,220,True,GamerFag,1
2010,1250,True,GamerFag,1
2015,339230,False,EHS-R3AP3R,2
2015,349700,True,EHS-R3AP3R,2
2013,209160,True,EHS-R3AP3R,2
2013,219990,True,chidori_647,1
2014,213670,True,chidori_647,2
2013,21100,False,chidori_647,1
2013,8190,True,chidori_647,2
2013,215470,False,chidori_647,2
2014,730,True,76561198092227136,1
2014,1250,True,76561198092227136,1
2014,4000,True,hellcat59,2
2015,401650,True,76561198007584361,1
2012,35450,True,tbimperator,2
2015,230410,True,Allahu_Akbar666,2
2014,304930,False,Allahu_Akbar666,1
2014,290020,True,ulramite,2
2014,248860,True,ulramite,0
2016,211820,True,ulramite,2
2015,298260,True,76561198054040292,2
2015,370240,False,76561198078799606,0
2015,730,True,76561198078799606,1
2014,233450,True,76561198078799606,1
2016,214420,True,I_DID_911_JUST_SAYING,2
2016,365670,True,I_DID_911_JUST_SAYING,1
2016,440,True,I_DID_911_JUST_SAYING,1
2016,4000,True,I_DID_911_JUST_SAYING,2
2013,221260,True,I_DID_911_JUST_SAYING,2
2016,369070,False,750805,2
2015,419070,True,diabeticfuck,1
2015,287700,True,diabeticfuck,1
2015,302830,False,76561198054465623,0
2014,24240,True,76561198054465623,2
2015,39800,True,76561198054465623,1
2014,250600,True,76561198054465623,1
2015,105600,True,76561198054465623,0
2014,113020,True,76561198054465623,2
2014,440,True,aaropro,2
2016,221100,True,aaropro,2
2015,310370,True,FrankoWalker,2
2014,260410,True,FrankoWalker,1
2015,221100,False,LightfootSword7,2
2016,383870,True,LightfootSword7,2
2015,248820,True,SALTTHEW0UND,1
2014,730,True,SALTTHEW0UND,2
2014,550,True,SALTTHEW0UND,1
2014,204030,True,SALTTHEW0UND,1
2013,440,True,SALTTHEW0UND,2
2014,304930,True,express157,1
2015,242760,True,76561198074644990,1
2015,207230,True,76561198074644990,2
2013,9180,False,76561198074644990,1
2015,730,True,76561198064304806,1
2014,10150,True,TomoeMamiewe,1
2016,4000,True,TomoeMamiewe,1
2015,214950,True,76561198057086148,2
2016,261640,True,Acidius99,2
2014,220240,True,Acidius99,1
2015,271590,True,acorn13,1
2015,291550,True,AddzyTheBaddzy,2
2013,259080,True,AddzyTheBaddzy,2
2016,275850,False,mradobe7,1
2016,337320,True,76561198167207237,0
2015,391540,True,76561198167207237,1
2015,265930,True,76561198167207237,1
2015,620,True,76561198167207237,2
2015,730,True,cancerkek,1
2014,10090,True,76561198073508075,2
2014,218680,True,76561198073508075,2
2016,252490,False,76561198074323290,2
2016,251060,False,76561198074323290,1
2016,252490,False,76561198090899557,1
2015,22370,True,advenger95,2
2015,307690,True,advenger95,2
2015,1250,True,EndAtHallow,1
2014,440,True,76561198063624801,1
2014,440,True,aeryal,1
2015,248610,True,76561198015968275,1
2014,208090,True,Agiegamma,2
2014,250340,True,76561198082614708,2
2015,221640,True,Agronoth,2
2015,104900,True,Agronoth,1
2015,105600,True,Agronoth,2
2015,9450,False,Agronoth,2
2014,262410,True,UnholyFallenAngel,1
2015,222940,True,UnholyFallenAngel,2
2014,221040,True,UnholyFallenAngel,2
2014,221100,True,76561198068565589,1
2015,286570,True,76561198068565589,1
2014,4000,True,SlutOnTheSpit,1
2014,223710,True,WestyGaming,1
2014,317360,True,NaruseAiria,1
2014,108600,True,NaruseAiria,1
2013,259080,True,NaruseAiria,1
2013,208520,True,NaruseAiria,1
2015,239660,True,76561198067713802,2
2015,304930,True,76561198067713802,2
2016,730,True,76561198187212131,2
2016,495890,True,76561198044678148,1
2016,472680,True,76561198044678148,2
2014,4000,True,Alex680,1
2015,265930,True,alansiulun,1
2015,283920,True,Albolah,1
2015,440,True,Albolah,2
2015,294650,True,Albolah,1
2016,432020,False,76561198003056556,2
2014,233720,True,76561198003056556,1
2016,319630,True,maxpaynepillkiller,2
2015,12120,True,maxpaynepillkiller,1
2016,241930,True,maxpaynepillkiller,1
2016,428690,True,maxpaynepillkiller,0
2015,55230,True,maxpaynepillkiller,1
2016,243470,False,maxpaynepillkiller,1
2015,227860,False,AlexNoClutch,1
2014,208090,True,76561198095481910,1
2016,730,True,76561198164545985,1
2015,228280,True,AlkalineDeath,1
2014,240760,True,AlkalineDeath,2
2015,250900,True,76561198075935236,1
2015,35450,True,mintifreshbadger,0
2016,9900,True,AlpacaRevolution,2
2014,212680,True,AlpacaRevolution,2
2015,346110,False,AlpacaRevolution,0
2016,236370,True,AlphaBryn444,1
2016,265930,False,76561198071952798,1
2013,205100,True,76561198071952798,2
2015,346010,True,smegmyfoodle,2
2015,239250,True,smegmyfoodle,2
2015,313120,True,76561198057869849,1
2015,211820,True,76561198058836921,1
2014,220240,True,lol_ursuchanoob,2
2014,17300,True,lol_ursuchanoob,2
2013,206440,True,AMV72,2
2012,209100,False,AMV72,0
2013,209000,True,AMV72,2
2013,218060,True,AMV72,2
2012,24240,True,AMV72,1
2015,440,True,76561198069170979,2
2016,224540,False,76561198085956238,1
2016,242860,False,76561198085956238,0
2016,47410,True,76561198085956238,2
2015,730,True,76561198132540690,1
2015,220200,True,76561198132540690,2
2015,113020,True,711armageddoncarmageddon,1
2015,105600,True,711armageddoncarmageddon,1
2015,9480,True,711armageddoncarmageddon,1
2016,359870,True,76561198034868596,1
2015,22230,True,Andraison,1
2013,203770,True,76561198055790408,2
2013,550,True,76561198069560699,2
2013,259080,True,76561198069560699,2
2014,8870,True,76561198069560699,2
2014,230410,True,76561198099625419,1
2014,200260,True,76561198099625419,1
2013,19900,True,76561198099625419,1
2013,241540,True,76561198099625419,1
2013,220,True,76561198099625419,1
2014,227940,False,76561198084032274,1
2014,17390,True,Angrovar,2
2015,317360,True,AngryAinsley,2
2014,274310,True,uradumbtit,1
2014,4000,True,uradumbtit,2
2015,730,True,IKillNoobsFirst,2
2015,344770,True,76561198037888300,2
2014,22380,True,1234865654,1
2016,440,True,76561198040925596,1
2015,9900,True,76561198084123358,2
2014,107410,False,Apachehavoc,1
2014,221640,True,ApexNZ,2
2014,49520,True,ApexNZ,0
2014,245490,True,ApexNZ,1
2015,313120,True,ApexNZ,2
2014,113020,False,76561198039441595,1
2015,319510,False,76561198039441595,1
2014,20,False,76561198039441595,1
2014,209080,False,76561198039441595,0
2014,223470,False,76561198039441595,0
2015,417860,True,76561198039441595,0
2015,269250,True,76561198039441595,2
2014,8190,True,76561198039441595,1
2015,377160,True,76561198036687918,1
2015,730,True,benjamin27,1
2015,212500,True,AppoGetsSuperAdmin,1
2015,104900,True,AppoGetsSuperAdmin,1
2016,12160,True,76561198071475367,2
2015,219990,True,76561198049916759,2
2015,293260,True,76561198049916759,2
2016,219640,True,76561198065064829,1
2015,214420,False,XABLAUziitu,2
2015,105600,True,XABLAUziitu,1
2013,440,True,XABLAUziitu,1
2013,200210,True,XABLAUziitu,1
2013,218130,True,76561198012909706,2
2014,252490,False,dragonchief,0
2016,270210,True,76561198040530605,2
2016,386070,True,76561198040530605,2
2016,8930,True,76561198040530605,2
2016,330830,True,76561198040530605,2
2014,218230,True,76561198040530605,2
2014,104900,True,76561198040530605,2
2014,440,True,76561198040530605,2
2011,240,True,76561198040530605,2
2012,8980,True,76561197974500703,2
2012,113200,True,76561197974500703,2
2012,8190,True,76561197974500703,2
2012,43000,True,76561197974500703,2
2011,18700,False,76561197974500703,1
2011,98800,True,76561197974500703,1
2011,107100,True,76561197974500703,2
2010,630,True,76561197974500703,1
2010,57300,True,76561197974500703,1
2014,213670,True,76561198047185525,1
2013,226620,True,76561198047185525,1
2016,391540,True,sweep6060,2
2014,730,True,bilyitu,1
2014,105600,True,76561198021244661,2
2015,209870,True,76561198088538797,1
2014,265630,True,deployablearchnagel,1
2016,33230,True,armouredmarshmallow,2
2016,239200,True,armouredmarshmallow,1
2015,440,True,armouredmarshmallow,1
2015,346900,True,armouredmarshmallow,2
2016,363970,True,armouredmarshmallow,2
2016,65790,True,armouredmarshmallow,2
2016,57300,True,armouredmarshmallow,1
2016,230410,True,armouredmarshmallow,2
2015,630,True,armouredmarshmallow,2
2014,70,True,76561198020928326,1
2014,8500,False,Array71,1
2014,221100,True,76561198039874575,1
2015,250900,True,ARTHERDUNGER10,1
2013,211820,True,Mackus1011,2
2015,380600,True,Mackus1011,1
2015,22380,True,Mackus1011,1
2014,252490,True,Mackus1011,1
2014,2450,False,76561198041877981,1
2014,241540,True,76561198041877981,1
2016,220200,True,ARZARNAR,2
2016,47780,True,darkmassieh,2
2016,377160,True,darkmassieh,1
2016,4000,True,darkmassieh,2
2015,107410,True,darkmassieh,1
2015,230190,True,darkmassieh,1
2016,435881,True,darkmassieh,1
2015,391270,True,darkmassieh,2
2015,301520,True,darkmassieh,1
2015,246420,True,asianturtlefrenzy,2
2015,289130,True,asianturtlefrenzy,1
2015,249050,True,asianturtlefrenzy,1
2015,418340,True,asianturtlefrenzy,1
2015,263020,True,asianturtlefrenzy,1
2015,287980,True,asianturtlefrenzy,2
2016,304050,False,blowjobsfurdayzandgayz,1
2015,417860,True,blowjobsfurdayzandgayz,1
2015,96100,False,blowjobsfurdayzandgayz,0
2014,4000,True,76561198082992295,1
2014,440,True,76561198082992295,2
2016,230410,True,76561198082992295,1
2015,80,True,LaLocaDeLosDulces,1
2016,257850,True,assassin_warman,0
2015,105600,True,assassin_warman,1
2015,219150,True,assassin_warman,2
2016,204450,True,assassin_warman,1
2016,239140,True,assassin_warman,2
2016,322500,False,assassin_warman,2
2015,440,True,assassin_warman,0
2014,252630,True,Astrelt,2
2014,212200,True,Astrelt,2
2014,218680,True,Astrelt,2
2015,230410,True,Astrelt,2
2015,4000,True,Astrelt,2
2015,346900,True,Astrelt,2
2012,440,True,Astrelt,2
2015,387860,True,Astrelt,1
2015,221640,True,Astrelt,1
2016,387990,True,76561198091740831,1
2016,630,True,omgihaveawebpage,2
2016,223470,True,omgihaveawebpage,2
2016,620,True,omgihaveawebpage,2
2016,4000,True,omgihaveawebpage,2
2016,440,True,omgihaveawebpage,2
2016,730,True,omgihaveawebpage,2
2014,203160,True,Swish0009,2
2014,230410,True,Swish0009,2
2014,219640,True,Swish0009,1
2014,213850,True,Swish0009,1
2014,730,True,Aurora99,1
2015,105600,True,Aurora99,1
2014,550,True,Aurora99,1
2015,369580,True,Aurora99,2
2015,282440,False,Aurora99,1
2014,1250,True,Aurora99,1
2014,440,True,Aurora99,1
2014,8400,True,Aurora99,1
2015,271590,False,76561198053071988,1
2015,225640,True,76561198083375450,2
2014,113420,True,76561198083375450,2
2015,377160,True,76561198083375450,2
2014,224600,True,76561198083375450,2
2016,236690,True,scroopy22,2
2014,440,True,76561198078730600,2
2016,17100,True,auzmoz,1
2016,65980,True,auzmoz,0
2016,400250,True,auzmoz,2
2016,296240,True,auzmoz,2
2013,320,True,auzmoz,1
2013,8500,True,auzmoz,2
2014,289130,True,auzzie_96,1
2014,202970,True,fatrangacuntnolifevirgin,2
2014,20920,True,76561198064150679,2
2014,265930,True,76561198110293299,2
2015,346110,True,76561198110293299,2
2015,304930,True,76561198110293299,1
2016,270370,True,de_triggered,0
2015,268650,True,de_triggered,1
2015,224540,True,de_triggered,1
2015,219640,True,de_triggered,0
2015,233450,True,de_triggered,2
2015,440,True,de_triggered,2
2015,4000,True,de_triggered,2
2016,391540,True,76561198071748311,1
2013,215530,True,Azrafael,1
2016,379720,True,Azrafael,1
2016,226860,True,-Azsael-,2
2014,55230,True,hoarbiscuit,1
2014,261640,True,bohgeraltofrivia,2
2014,730,True,TeH-B-Rad,1
2015,440,True,TeH-B-Rad,2
2014,221100,True,BAW_Killer,1
2015,287700,False,BAW_Killer,1
2015,359550,False,BAW_Killer,1
2015,22380,True,gamerdude7892,1
2014,4000,True,BBBirb,1
2016,304050,True,BBBirb,1
2014,310380,True,76561197998761331,1
2016,4000,True,76561198064579722,2
2015,4000,True,76561198096750939,2
2016,233270,True,potatoskins,1
2015,230410,True,crispymemesmantheyremyfavourite,1
2015,383980,True,crispymemesmantheyremyfavourite,2
2015,304050,True,crispymemesmantheyremyfavourite,2
2014,212680,True,crispymemesmantheyremyfavourite,1
2015,391460,False,76561198074409406,1
2015,346010,True,H-Alo,1
2013,107410,True,420Blz,1
2015,200210,True,76561198076548816,0
2016,304930,False,76561198076548816,0
2014,113020,True,76561198076548816,2
2014,221100,True,chillrend,2
2015,393010,True,chillrend,2
2014,208090,True,chillrend,2
2013,440,True,chillrend,2
2016,440,True,BarretaJrs,1
2014,440,True,Gborges,1
2016,730,True,lukeyturley,2
2016,247730,False,lukeyturley,1
2014,218230,True,lukeyturley,1
2016,205890,True,PolygonCloud,2
2014,8400,True,BOB_200,1
2016,434260,True,BOB_200,2
2013,10500,True,76561198018560501,2
2016,730,True,76561198069458790,1
2014,265630,True,76561198069458790,1
2014,440,True,76561198069458790,1
2013,220240,True,76561198047208452,2
2016,34900,True,76561198047208452,2
2014,113200,True,76561198047208452,2
2014,239160,True,generalale,1
2014,220240,True,generalale,1
2013,440,True,generalale,1
2013,630,True,brendoboy,2
2014,208090,False,brendoboy,1
2014,230410,True,brendoboy,1
2014,322330,True,brendoboy,1
2016,241930,True,brendoboy,2
2014,1250,True,brendoboy,2
2014,200210,True,76561198071234254,1
2014,238460,True,76561198071234254,2
2013,730,True,76561198071234254,2
2013,105600,True,76561198071234254,2
2013,440,True,76561198071234254,1
